Num_Muestra,Meñique_%,Pulgar_%,Índice_%,Corazón_%,Anular_%,Acel_X,Acel_Y,Acel_Z,Gesto
4,11,10,22,0,82,0.5363,-0.103,9.8282,ninguno
4,52,15,0,25,100,0.6273,0.4525,11.2863,ninguno
4,70,55,0,48,41,-2.0039,2.8515,9.3374,ninguno
4,67,68,0,47,4,-4.3431,1.8244,7.9009,ninguno
4,62,65,0,45,0,-5.2744,2.8994,5.6264,ninguno
4,60,62,0,44,0,-6.0214,2.5211,3.2585,ninguno
4,58,60,0,44,0,-6.7157,4.0366,2.5331,ninguno
4,57,59,0,43,0,-6.8642,4.4245,3.6823,ninguno
4,56,59,0,43,0,-6.7828,4.7477,4.3981,ninguno
4,55,59,0,42,0,-7.1323,4.6855,4.3934,ninguno
4,53,58,0,42,0,-6.9456,4.3551,4.3407,ninguno
4,52,59,0,41,0,-6.7157,4.5969,4.3407,ninguno
4,52,58,0,41,0,-6.6032,4.3311,4.0654,ninguno
4,51,58,0,41,0,-7.3167,4.4149,3.8714,ninguno
4,50,58,0,41,0,-7.1204,4.4724,4.3886,ninguno
4,47,58,0,40,0,-6.8259,4.1372,4.6424,ninguno
4,47,57,0,39,0,-6.8714,4.0462,4.6831,ninguno
4,46,57,0,39,0,-6.79,4.4365,4.4843,ninguno
5,39,6,49,15,94,3.2825,-1.6735,9.1746,ninguno
5,36,8,50,14,90,3.3136,-1.2378,9.6558,ninguno
5,33,9,51,11,91,2.6695,-0.9457,9.8234,ninguno
5,22,4,67,0,81,1.8387,-0.4717,9.6055,ninguno
5,6,24,80,0,56,0.9505,-0.4286,11.4108,ninguno
5,0,52,76,0,5,-1.7861,0.3783,8.4779,ninguno
5,0,54,73,0,0,-4.3503,1.5538,5.9879,ninguno
5,0,52,71,0,0,-5.2122,2.8395,4.7956,ninguno
5,0,56,71,0,0,-5.2768,2.9616,5.4516,ninguno
5,0,58,70,0,0,-5.2337,3.3016,6.3135,ninguno
5,0,57,70,0,0,-5.4444,3.292,6.7157,ninguno
5,0,58,70,0,0,-5.5761,3.45,6.7828,ninguno
5,18,50,54,0,9,-4.8602,3.96,10.331,ninguno
5,60,71,0,24,17,-5.4396,5.1092,7.7788,ninguno
5,63,78,0,27,5,-6.1555,3.9073,5.6336,ninguno
5,71,81,0,35,0,-6.1028,4.1252,5.6862,ninguno
5,72,82,0,36,0,-5.9017,4.118,5.7868,ninguno
5,71,82,0,35,0,-5.9256,3.96,5.7964,ninguno
5,69,81,0,35,0,-5.8442,3.7565,5.9065,ninguno
5,67,81,0,34,0,-5.9304,3.9409,5.5545,ninguno
6,68,37,58,36,100,5.0542,-1.9824,8.3821,ninguno
6,41,24,47,43,100,6.1052,-0.6416,10.0916,ninguno
6,0,36,0,52,100,4.8578,-2.3128,11.0397,ninguno
6,0,59,0,52,100,0.34,2.5642,9.2584,ninguno
6,0,62,0,52,100,-3.1532,3.6248,5.6671,ninguno
6,0,61,0,50,100,-4.9297,4.3766,3.5075,ninguno
6,0,62,0,49,100,-5.0949,5.2505,3.3639,ninguno
6,0,62,0,49,100,-5.4133,5.4588,3.2561,ninguno
6,0,62,0,48,100,-5.4803,5.8514,4.0151,ninguno
6,0,63,0,47,100,-5.849,6.4883,4.1037,ninguno
6,0,64,0,46,100,-5.7916,5.9233,4.604,ninguno
6,0,65,0,46,100,-5.8706,5.928,4.3024,ninguno
6,0,66,0,46,100,-5.6312,5.8442,4.5059,ninguno
6,0,66,0,45,100,-5.7293,5.8035,4.6256,ninguno
6,0,65,0,45,100,-5.612,5.9209,4.6136,ninguno
6,0,64,0,45,100,-5.6982,5.7317,4.4915,ninguno
6,0,63,0,44,100,-5.8203,5.5976,4.5394,ninguno
6,0,63,0,44,100,-5.6264,5.7628,4.3598,ninguno
6,0,62,0,44,100,-5.43,5.8299,5.0135,ninguno
6,0,62,0,43,100,-5.4588,5.6096,4.8554,ninguno
7,36,31,59,25,100,4.7645,-1.3527,8.5401,ninguno
7,30,26,57,16,95,4.9488,-1.2402,9.5624,ninguno
7,35,30,58,20,93,4.3072,-0.8045,10.149,ninguno
7,5,26,25,46,88,2.3703,-0.6991,10.0293,ninguno
7,0,16,0,46,83,-0.431,-0.2251,8.0397,ninguno
7,0,26,0,44,95,-4.0151,-0.1796,6.1387,ninguno
7,0,29,0,44,96,-5.6599,1.2378,5.0039,ninguno
7,2,28,0,44,95,-6.0885,1.7597,5.3558,ninguno
7,3,27,0,44,94,-6.9528,1.5083,5.8251,ninguno
7,4,27,0,44,94,-6.6798,0.8906,6.7349,ninguno
7,4,26,0,44,93,-6.7421,1.1636,6.608,ninguno
7,3,27,0,43,91,-6.4404,1.1349,6.5362,ninguno
7,3,21,0,43,90,-6.0334,1.0678,6.4643,ninguno
7,3,17,0,43,89,-6.3542,1.652,6.2273,ninguno
7,3,21,0,43,88,-5.9903,1.6137,6.9073,ninguno
7,4,20,0,43,88,-6.4691,1.1229,6.857,ninguno
7,5,21,0,42,87,-6.3039,-2.5977,5.9927,ninguno
7,5,22,0,42,86,-6.5769,-0.6321,6.6176,ninguno
7,4,22,0,42,86,-6.4691,-0.6847,6.3255,ninguno
7,1,23,0,42,86,-6.3782,-1.0415,6.8714,ninguno
8,22,26,22,0,44,5.1451,-0.6297,8.1666,ninguno
8,12,24,25,0,48,5.3893,-1.4389,9.0285,ninguno
8,0,18,38,0,54,5.2433,-0.3519,9.9455,ninguno
8,0,7,55,0,54,3.4405,0.6512,9.323,ninguno
8,0,0,0,0,0,1.5347,5.6743,7.446,ninguno
8,21,0,0,0,9,-1.3048,4.6352,4.695,ninguno
8,91,16,79,47,100,0.2203,-0.7374,7.2927,ninguno
8,87,54,85,48,100,2.0279,4.367,10.7811,ninguno
8,0,0,0,0,0,-0.0168,6.6798,6.6343,ninguno
8,75,0,1,40,100,-0.1053,5.3534,6.1483,ninguno
8,84,67,80,42,100,-0.2777,5.0949,8.3869,ninguno
8,1,55,79,0,34,-6.2465,9.2751,5.6192,ninguno
8,0,0,0,0,0,-2.1572,5.1691,5.5545,ninguno
8,79,3,59,41,100,-1.0487,4.8866,8.8131,ninguno
8,78,54,77,38,100,-0.486,3.1412,7.4124,ninguno
8,44,14,54,3,87,-1.9992,3.2992,11.3844,ninguno
8,0,1,52,0,1,1.8483,5.3798,12.378,ninguno
8,23,0,0,21,40,-1.2163,-0.6321,6.438,ninguno
8,76,0,74,44,100,1.585,4.209,10.7955,ninguno
8,0,0,10,0,27,1.9249,8.9759,9.1387,ninguno
9,41,15,61,0,86,5.0446,1.0032,8.1714,ninguno
9,42,15,63,0,87,4.9728,0.9409,8.6431,ninguno
9,52,17,71,7,92,4.7908,0.9146,8.7005,ninguno
9,70,24,81,24,100,4.865,0.9601,9.177,ninguno
9,14,0,54,0,69,4.1707,0.2873,8.248,ninguno
9,0,0,0,0,0,3.9983,0.6057,9.7803,ninguno
9,0,74,0,0,0,2.3846,1.4533,7.0413,ninguno
9,0,86,27,0,30,1.7119,1.166,6.4452,ninguno
9,39,97,71,10,88,2.9425,2.217,9.3063,ninguno
9,0,91,52,0,58,7.1587,1.4317,12.4546,ninguno
9,0,85,0,0,0,3.5961,2.5929,9.0716,ninguno
9,0,86,20,0,27,2.7581,1.9417,9.268,ninguno
9,17,92,66,1,78,0.9744,3.0765,6.6367,ninguno
9,0,81,0,0,0,1.6328,6.7995,6.1603,ninguno
9,0,0,0,0,0,2.6743,2.8539,7.4939,ninguno
9,0,0,0,0,0,3.225,4.063,8.1451,ninguno
9,23,0,84,36,100,6.3734,1.4245,11.3222,ninguno
9,0,0,3,0,25,-0.5746,1.1875,6.0525,ninguno
9,0,0,0,0,0,4.0151,4.0677,9.5457,ninguno
9,0,0,0,0,9,4.3598,0.2442,10.4866,ninguno
10,1,4,1,0,20,5.9783,-0.2969,7.9296,ninguno
10,0,16,0,0,17,5.8371,-0.0383,9.268,ninguno
10,0,27,0,0,17,4.3862,-0.0263,9.3972,ninguno
10,4,68,0,0,7,2.2625,0.6416,8.9663,ninguno
10,0,92,0,0,0,-0.2251,1.1229,8.3103,ninguno
10,0,92,0,0,0,-2.5929,3.462,6.1483,ninguno
10,0,89,28,0,43,-4.312,6.0501,5.8658,ninguno
10,92,99,80,40,100,-4.1013,1.0223,5.8419,ninguno
10,72,93,71,26,97,-1.4222,2.3104,9.5241,ninguno
10,0,81,0,0,0,-1.6448,3.6009,8.0278,ninguno
10,0,78,0,0,0,-2.6001,4.1827,7.9942,ninguno
10,92,91,83,36,100,-1.3623,-0.3328,11.1115,ninguno
10,89,89,80,41,100,-2.4852,1.1756,7.7261,ninguno
10,2,71,7,0,21,-3.9863,3.5793,7.5753,ninguno
10,0,68,0,0,0,-0.8021,4.8937,10.9319,ninguno
10,72,84,73,27,100,-3.5793,-0.2514,4.5418,ninguno
10,89,82,80,46,100,-1.7142,0.4429,8.4803,ninguno
10,40,73,40,0,79,-0.996,3.5769,11.6646,ninguno
10,0,75,0,0,0,-0.9409,1.8172,8.5162,ninguno
10,0,74,0,0,0,-0.0024,3.5913,9.0429,ninguno
11,5,0,4,0,14,4.9608,0.0575,8.248,ninguno
11,2,0,15,0,30,4.9033,-0.2897,8.576,ninguno
11,0,6,30,0,54,4.8315,-0.4717,9.2392,ninguno
11,0,0,38,0,63,3.0023,-0.1484,8.9615,ninguno
11,0,0,0,0,1,2.1955,0.1006,9.1746,ninguno
11,0,0,0,0,0,0.2227,1.1684,7.5561,ninguno
11,0,0,0,0,0,-0.3687,2.0279,7.9679,ninguno
11,0,0,0,0,0,-0.3424,0.8787,8.8992,ninguno
11,0,0,0,0,0,-0.996,1.4796,8.6431,ninguno
11,0,0,0,0,0,-0.6416,2.5355,9.0716,ninguno
11,0,19,85,0,34,-0.6416,1.8411,10.0724,ninguno
11,0,59,82,0,23,-0.7709,1.3671,8.9687,ninguno
11,0,48,80,0,19,-0.6393,1.3168,9.7229,ninguno
11,0,38,75,0,13,-0.7159,1.9249,9.3685,ninguno
11,0,0,0,0,0,-5.4109,3.4141,5.1906,ninguno
11,0,0,0,0,0,-1.0606,3.2609,8.6072,ninguno
11,0,0,0,0,0,-1.1372,2.3727,8.6862,ninguno
11,0,0,0,0,36,-1.7597,2.5618,8.6574,ninguno
11,0,36,0,0,97,-0.0192,2.8778,7.7907,ninguno
11,0,31,0,0,90,-1.0534,1.8986,9.0764,ninguno
12,0,12,18,0,35,4.6902,-0.5842,9.9862,ninguno
12,5,12,24,0,46,3.4285,-0.6728,9.4092,ninguno
12,16,16,34,0,45,1.7502,0.2203,9.4403,ninguno
12,8,25,36,0,27,-0.0239,1.0511,8.4515,ninguno
12,0,27,25,0,6,-1.482,1.1492,6.857,ninguno
12,18,37,12,0,10,-1.154,0.6009,7.9368,ninguno
12,10,37,3,0,10,-1.8579,1.9225,7.8243,ninguno
12,18,43,0,0,19,-2.1356,3.1987,8.9615,ninguno
12,0,44,0,0,38,-2.0087,1.9489,8.4348,ninguno
12,0,39,0,0,35,-1.6137,2.4541,9.323,ninguno
12,0,33,0,0,97,-0.7302,4.2497,8.1403,ninguno
12,0,32,0,0,88,-1.0558,1.336,9.4763,ninguno
12,0,10,23,0,50,-1.4964,3.5698,9.3254,ninguno
12,6,17,63,0,46,-2.5857,3.1795,7.4747,ninguno
12,11,12,15,0,21,-2.4397,3.7852,8.1666,ninguno
12,0,40,0,0,28,-2.0159,2.7988,8.7891,ninguno
12,0,37,0,0,32,-2.0494,1.008,8.102,ninguno
12,0,35,0,0,46,-0.4741,1.6879,9.7181,ninguno
12,0,33,4,0,90,-1.2258,1.549,7.58,ninguno
12,0,34,1,0,67,-1.2905,2.3607,10.1227,ninguno
13,12,5,47,0,67,3.6799,-0.1006,9.5648,ninguno
13,12,21,63,0,77,3.6296,-0.7542,10.7667,ninguno
13,14,27,77,15,93,1.0008,-1.7071,9.7157,ninguno
13,11,1,75,0,84,-0.3041,-1.233,9.4858,ninguno
13,0,0,0,0,0,-1.6257,1.4341,7.6207,ninguno
13,0,0,0,0,0,-2.3272,1.8148,7.2975,ninguno
13,0,0,0,0,0,-1.2737,1.4126,9.0214,ninguno
13,0,0,0,0,0,-1.7262,1.403,8.916,ninguno
13,23,16,78,0,76,-1.7957,1.8124,10.5848,ninguno
13,15,65,87,0,83,-2.6121,2.7533,8.1618,ninguno
13,7,67,85,0,65,-1.482,3.2298,8.4851,ninguno
13,4,68,84,0,38,-1.834,3.7517,8.0732,ninguno
13,0,65,81,0,12,-1.9537,3.3543,8.181,ninguno
13,0,44,77,0,20,-1.6759,3.7948,8.3127,ninguno
13,0,58,77,0,98,-3.0382,2.0159,7.8338,ninguno
13,0,56,77,0,97,-1.6113,2.8898,8.4324,ninguno
13,0,55,76,0,98,-1.7765,2.7605,8.655,ninguno
13,0,55,76,0,100,-1.3096,1.9058,8.5449,ninguno
13,0,53,75,11,94,-1.2761,3.9552,8.418,ninguno
13,0,50,73,42,88,-1.3934,4.6017,8.2265,ninguno
14,3,1,31,0,58,3.7924,-0.723,8.8657,ninguno
14,1,0,28,0,55,3.3854,-0.1844,8.5353,ninguno
14,4,4,51,0,64,3.4884,-3.6057,9.4691,ninguno
14,18,10,73,10,90,2.5642,-0.9673,9.5648,ninguno
14,0,0,78,29,100,0.9697,-1.3958,7.9272,ninguno
14,0,0,65,8,88,0.3855,1.1133,8.983,ninguno
14,0,0,0,0,10,-0.012,3.395,10.9463,ninguno
14,0,0,0,0,0,-0.4956,-4.4245,8.4803,ninguno
14,0,0,0,0,0,-2.1763,-1.2857,8.2863,ninguno
14,0,0,0,0,0,-2.2314,-0.9625,8.4228,ninguno
14,0,0,0,0,0,-1.6161,-1.0678,8.904,ninguno
14,0,0,0,0,0,-1.2282,-0.0742,9.4954,ninguno
14,0,0,0,0,0,-2.1093,-1.6831,7.8362,ninguno
14,0,0,78,0,56,-2.332,0.0742,7.5561,ninguno
14,0,0,83,0,49,-1.4748,-0.8859,8.9998,ninguno
14,0,0,82,0,42,-1.2594,-0.8068,9.3302,ninguno
14,0,0,81,0,37,-1.3408,-0.7254,9.1626,ninguno
14,0,0,67,0,8,-1.5036,-0.6895,9.0836,ninguno
14,0,0,55,0,0,-1.3671,-1.4868,9.1051,ninguno
14,0,0,55,0,0,-1.7693,-0.3543,8.7556,ninguno
15,0,0,15,0,40,1.8172,-1.5467,8.9352,ninguno
15,0,0,27,0,50,1.6424,-1.4724,9.007,ninguno
15,1,0,36,0,54,1.6879,-1.2881,9.1913,ninguno
15,2,0,49,0,53,1.3958,-1.3838,8.5928,ninguno
15,6,7,78,0,75,1.154,-1.7502,9.7468,ninguno
15,0,56,84,0,40,1.0223,-0.0072,8.5593,ninguno
15,0,68,80,0,10,1.3575,0.0622,8.7221,ninguno
15,0,68,78,0,5,1.0942,0.3089,9.2177,ninguno
15,0,67,76,0,5,0.7877,0.589,9.0597,ninguno
15,0,67,76,0,4,0.8404,0.3184,9.0908,ninguno
15,0,68,75,0,26,0.9385,0.3208,8.9543,ninguno
15,15,67,75,10,63,0.9553,0.8045,8.9376,ninguno
15,24,67,74,29,82,0.4956,1.494,8.4779,ninguno
15,26,66,73,36,91,0.8763,1.0199,8.8155,ninguno
15,36,64,73,43,98,0.8859,0.17,9.1985,ninguno
15,37,60,71,42,96,0.7422,0.0383,9.0477,ninguno
15,47,55,69,42,93,1.0415,-0.0168,9.0668,ninguno
15,48,35,54,42,100,0.6608,0.3687,8.8083,ninguno
15,53,28,38,41,100,0.7494,0.4046,8.8681,ninguno
15,59,45,36,39,100,1.0319,0.2682,8.9016,ninguno
16,20,15,20,0,53,0.0718,-0.972,9.5624,ninguno
16,22,17,14,0,50,-1.1851,0.5124,8.5497,ninguno
16,22,18,13,0,48,-2.0614,0.1125,8.418,ninguno
16,25,19,12,0,58,-2.3918,0.4214,8.4276,ninguno
16,49,47,44,29,97,-2.2338,0.9002,8.1379,ninguno
16,74,72,65,54,100,-2.0183,0.644,8.5305,ninguno
16,65,63,48,41,100,-2.2482,2.3176,8.2432,ninguno
16,81,73,63,54,100,-2.1452,0.9481,8.679,ninguno
16,82,72,64,56,100,-0.5531,-0.407,10.7308,ninguno
16,72,67,54,47,100,-1.664,-0.0263,8.521,ninguno
16,82,67,63,56,100,-1.8124,0.1293,8.758,ninguno
16,76,70,65,53,100,-1.3408,-0.1508,10.0269,ninguno
16,66,64,55,46,100,-1.7741,0.2035,8.7029,ninguno
16,68,64,60,49,100,-1.6831,-0.1077,9.0046,ninguno
16,62,59,56,44,100,-1.5634,-0.0311,9.1291,ninguno
16,42,27,45,27,100,-1.7789,-0.103,9.402,ninguno
16,9,0,0,0,51,-1.6807,0.1748,8.9687,ninguno
16,0,0,0,0,9,-1.2713,0.0072,9.4691,ninguno
16,0,0,0,0,4,-1.2354,0.0,9.1387,ninguno
16,15,89,0,0,31,-1.4126,0.0503,8.4013,ninguno
17,8,0,14,0,46,-0.1006,-2.1715,8.9663,ninguno
17,2,0,17,0,35,-0.1317,-2.1117,8.983,ninguno
17,0,0,9,0,20,0.17,-1.4269,9.2632,ninguno
17,0,0,5,0,14,-0.0575,-2.1596,8.9352,ninguno
17,0,0,4,0,16,-0.2825,-2.0159,9.1099,ninguno
17,0,0,7,0,36,0.3232,-1.7214,9.9862,ninguno
17,0,0,31,0,63,-0.2227,-4.1707,7.3957,ninguno
17,0,0,36,0,69,-1.7334,-7.7405,6.3925,ninguno
17,0,0,0,0,1,-2.3655,-5.387,5.7174,ninguno
17,0,0,0,0,0,-1.3479,-4.8219,6.7181,ninguno
17,0,0,0,0,0,-0.2658,-9.5648,8.7771,ninguno
17,0,0,0,0,0,-0.4549,-3.4046,8.5281,ninguno
17,60,13,32,0,76,-0.4525,1.2043,10.3046,ninguno
17,96,44,87,59,100,0.7518,-2.8826,9.4667,ninguno
17,93,53,84,57,100,-0.2753,-0.893,10.0987,ninguno
17,68,25,66,14,91,0.0694,-2.8276,11.8992,ninguno
17,9,63,7,0,0,0.4741,-0.6728,9.1435,ninguno
17,4,68,22,0,0,-0.0431,1.2163,9.3182,ninguno
17,3,66,38,0,0,-0.2658,1.3815,9.6822,ninguno
17,3,63,41,0,0,-0.7278,1.506,8.2025,ninguno
18,0,11,0,0,36,0.5746,-1.8148,8.6598,ninguno
18,0,14,4,0,33,0.395,-2.8826,8.7436,ninguno
18,0,15,6,0,32,0.1796,-3.2513,9.007,ninguno
18,0,14,2,0,28,-0.9385,-3.9552,9.4691,ninguno
18,0,4,0,0,6,-2.3822,-6.6224,7.1395,ninguno
18,0,0,0,0,0,0.0383,-4.1324,9.6223,ninguno
18,0,0,0,0,0,-0.7087,-2.7078,7.6614,ninguno
18,0,0,11,0,35,-3.7876,-7.3909,4.2114,ninguno
18,0,0,0,0,1,-2.217,-3.3136,7.8027,ninguno
18,0,0,0,0,0,-1.1851,-7.7285,6.4715,ninguno
18,0,0,0,0,10,-2.1189,-7.5657,5.0757,ninguno
18,0,0,0,0,0,-1.8699,-3.9313,7.7237,ninguno
18,0,0,0,0,13,-2.6815,-4.707,5.8873,ninguno
18,0,9,0,0,0,-2.9521,-3.4165,8.3007,ninguno
18,0,0,0,0,0,-4.5442,-4.7597,4.8363,ninguno
18,0,0,0,0,0,-1.7454,-5.5378,7.4244,ninguno
18,0,0,0,0,3,-4.2282,-7.6231,2.6671,ninguno
18,0,3,0,0,0,-3.0933,-5.1092,7.446,ninguno
18,0,3,0,0,0,-3.4333,-7.5226,5.4731,ninguno
18,0,0,0,0,0,-0.0886,-2.3391,9.0573,ninguno
19,0,0,5,0,41,2.2098,-3.8595,8.5521,ninguno
19,0,0,8,0,44,2.0063,-4.0486,8.497,ninguno
19,0,0,20,0,55,1.3838,-4.1779,9.0788,ninguno
19,0,0,54,0,82,0.1724,-5.8371,9.9479,ninguno
19,0,0,72,28,100,-1.8842,-4.0965,10.5417,ninguno
19,0,0,73,30,100,-3.4022,0.6584,9.0573,ninguno
19,0,0,75,29,100,-3.9863,2.399,6.0094,ninguno
19,0,0,80,26,100,-3.5099,4.2808,2.6217,ninguno
19,0,0,79,24,100,-4.6064,0.5339,5.9065,ninguno
19,0,0,79,24,100,-4.7908,4.6567,8.9376,ninguno
19,0,0,76,19,95,-4.2473,5.0589,4.9871,ninguno
19,0,0,75,18,93,-4.6591,6.8259,4.3431,ninguno
19,0,0,74,16,93,-5.0661,2.4684,8.2049,ninguno
19,0,0,73,16,92,-4.0965,4.0869,6.9121,ninguno
19,0,0,73,7,84,-4.6328,6.1723,3.0789,ninguno
19,0,0,65,0,76,-3.3303,4.6495,5.1308,ninguno
19,0,0,55,0,70,-2.6983,2.9736,4.8339,ninguno
19,0,0,41,0,65,-1.2139,0.0263,6.5888,ninguno
19,0,0,29,0,56,0.4381,-1.2641,9.4619,ninguno
19,0,0,12,0,41,1.0774,-3.2777,10.4196,ninguno
20,5,5,31,0,83,3.0478,-2.0877,8.667,ninguno
20,5,5,31,0,84,2.8874,-2.0255,8.6263,ninguno
20,5,5,32,0,84,2.9544,-2.1548,8.734,ninguno
20,5,5,31,0,83,3.1771,-1.6161,9.1267,ninguno
20,3,3,34,0,67,3.5769,-2.0734,8.8418,ninguno
20,0,1,51,0,43,2.6839,-3.9768,10.9343,ninguno
20,0,0,77,0,41,-0.7446,-4.4436,9.9264,ninguno
20,0,19,80,0,36,-2.1476,-1.6688,8.5641,ninguno
20,0,42,77,0,22,-2.3367,1.1157,6.6176,ninguno
20,0,55,76,0,19,-1.8124,1.1732,6.0597,ninguno
20,0,67,77,0,19,-3.3136,4.7812,7.434,ninguno
20,0,66,75,0,19,-6.936,-1.6281,9.6007,ninguno
20,0,59,73,0,19,-6.3279,-0.5507,7.1299,ninguno
20,0,59,73,0,19,-2.6911,1.9249,5.4636,ninguno
20,0,56,73,0,19,-3.7469,3.9169,6.2824,ninguno
20,0,55,72,0,21,-8.4396,0.1532,9.1889,ninguno
20,0,54,72,0,21,-5.9783,-0.2682,6.5721,ninguno
20,0,52,71,0,20,-2.6791,3.1747,5.6934,ninguno
20,0,53,71,0,20,-3.9744,3.4429,7.6327,ninguno
20,0,51,71,0,22,-6.4356,0.6776,9.2847,ninguno
21,0,3,17,0,48,3.0335,-1.1181,9.1554,ninguno
21,0,1,15,0,44,2.648,-1.4365,8.6838,ninguno
21,0,0,13,0,40,2.4732,-2.0327,8.8538,ninguno
21,0,0,9,0,25,2.5809,-1.1564,9.3446,ninguno
21,0,7,1,0,6,2.6193,-2.8515,9.7564,ninguno
21,0,29,0,0,0,1.1995,-2.32,9.9527,ninguno
21,0,29,0,0,0,-0.34,-1.9058,7.8266,ninguno
21,0,28,0,0,5,-1.4317,-0.9697,7.9655,ninguno
21,0,31,0,9,18,-2.5139,-1.2282,8.7532,ninguno
21,0,27,0,2,21,-3.201,-1.3527,8.7436,ninguno
21,0,24,0,2,22,-3.5195,-1.233,7.6662,ninguno
21,0,23,0,1,19,-3.7182,-0.9481,7.6423,ninguno
21,0,23,0,1,23,-4.0773,-1.7549,7.8769,ninguno
21,0,8,0,0,10,-3.3543,-2.2865,6.9432,ninguno
21,0,23,0,0,94,-2.8802,-2.8611,8.8897,ninguno
21,0,21,0,0,87,-3.2298,-2.5426,9.6343,ninguno
21,0,19,0,0,84,-2.9856,-1.652,9.2201,ninguno
21,0,19,1,0,82,-2.9568,-1.1684,9.0573,ninguno
21,0,33,0,0,80,-2.6312,-0.7614,10.6446,ninguno
21,0,40,0,0,42,-3.3136,-0.4621,8.1858,ninguno
22,0,0,1,0,48,3.0765,-0.2921,11.2551,ninguno
22,0,0,0,41,92,2.8898,-5.4995,11.4898,ninguno
22,0,41,0,55,100,-1.1708,-1.0439,9.7276,ninguno
