Num_Muestra,Meñique_%,Pulgar_%,Índice_%,Corazón_%,Anular_%,Acel_X,Acel_Y,Acel_Z,Gesto
5,0,46,0,0,7,-2.9951,3.0215,5.284,gracias
5,0,44,2,0,9,-4.9775,-2.3535,7.3239,gracias
5,0,36,0,0,10,-4.7022,-2.5498,9.4355,gracias
5,0,26,5,0,16,-7.0006,0.0192,5.3103,gracias
5,0,0,15,0,23,-6.3829,-2.7677,2.4852,gracias
5,0,0,4,0,19,-4.2282,-8.0086,1.245,gracias
5,0,0,0,0,11,-3.0239,-7.8721,0.838,gracias
5,0,0,0,0,8,-1.3743,-9.2009,0.9026,gracias
5,0,0,0,0,0,-0.8021,-13.7714,0.893,gracias
5,0,0,0,0,0,0.8739,-10.9846,1.9489,gracias
5,0,0,0,0,3,1.9297,-10.6255,0.3998,gracias
5,7,1,16,0,37,2.3798,-9.1746,0.1796,gracias
6,6,15,18,0,42,9.6486,-2.7892,-0.8787,gracias
6,9,15,18,0,42,9.6822,-2.7102,-0.7278,gracias
6,9,15,18,0,42,9.6031,-2.9329,-0.5052,gracias
6,9,14,18,0,41,10.0293,-2.727,0.395,gracias
6,8,15,17,0,40,11.7053,-6.5673,0.9457,gracias
6,7,22,24,0,40,11.5855,-10.5608,1.5371,gracias
6,2,21,18,0,34,8.0828,-11.5688,0.9098,gracias
6,0,11,15,0,28,2.4924,-8.9064,1.1995,gracias
6,0,7,18,0,22,-0.7757,-4.1922,2.296,gracias
6,0,7,14,0,16,-2.2242,-1.8699,3.2753,gracias
6,0,14,6,0,12,-4.5274,-1.0846,5.4875,gracias
6,0,14,4,0,10,-5.1308,-2.6767,7.7524,gracias
6,0,14,4,0,11,-4.877,-3.3686,7.1682,gracias
6,0,14,4,0,14,-5.387,-2.0566,7.3741,gracias
6,0,22,16,0,19,-5.2457,-1.4485,5.8083,gracias
6,0,22,11,0,17,-3.7996,-3.7373,1.6735,gracias
6,0,22,2,0,13,-2.0255,-6.8618,0.3065,gracias
6,0,23,0,0,2,2.4636,-12.0931,0.328,gracias
6,0,22,0,0,2,-0.4453,-10.2879,1.5514,gracias
6,0,16,0,0,5,1.7262,-11.461,1.7047,gracias
7,11,14,19,0,45,9.2751,-1.743,0.2682,gracias
7,8,13,19,0,41,11.5448,-3.0526,0.5435,gracias
7,7,18,18,0,41,10.7907,-4.2521,1.0511,gracias
7,3,22,17,0,38,11.7364,-9.663,1.4581,gracias
7,0,25,17,0,37,7.6614,-11.9638,1.336,gracias
7,0,27,19,0,34,3.0813,-9.1842,1.2857,gracias
7,0,31,24,0,29,-0.6009,-5.624,2.4205,gracias
7,0,36,22,0,21,-1.9944,-2.3391,3.6775,gracias
7,0,52,16,0,15,-3.8427,1.4054,4.1683,gracias
7,0,45,14,0,13,-5.1475,-2.399,7.6088,gracias
7,0,44,12,0,13,-4.5993,-2.3487,7.501,gracias
7,0,40,19,0,17,-5.7126,-2.6624,5.2816,gracias
7,0,37,16,0,18,-4.6783,-3.7996,2.162,gracias
7,0,35,6,0,15,-2.8946,-6.2728,1.2067,gracias
7,0,41,0,0,11,-0.5339,-8.6383,0.826,gracias
7,0,40,0,0,8,-0.3496,-11.8202,1.3168,gracias
7,0,37,0,0,11,2.5666,-11.0804,1.1229,gracias
7,3,26,13,0,32,2.7988,-8.4443,0.4884,gracias
7,12,16,22,0,42,2.1404,-6.2177,0.6895,gracias
7,7,18,13,0,38,3.7254,-6.766,2.7653,gracias
8,9,16,19,0,42,9.232,-2.3774,-0.996,gracias
8,9,15,16,0,42,9.268,-2.9616,-0.814,gracias
8,9,14,25,0,42,9.9096,-2.8156,-0.4429,gracias
8,8,14,18,0,41,11.2312,-4.1444,1.1588,gracias
8,3,22,20,0,39,12.9454,-11.722,1.3695,gracias
8,0,28,26,0,33,9.5792,-11.6215,1.0151,gracias
8,0,31,25,0,26,4.5226,-8.7652,1.3431,gracias
8,0,33,27,0,23,0.237,-5.3295,1.8794,gracias
8,0,36,26,0,21,-2.0686,-1.6041,3.3016,gracias
8,0,39,20,0,17,-3.8164,0.1125,5.217,gracias
8,0,37,17,0,16,-5.363,-1.798,7.9272,gracias
8,0,38,19,0,18,-6.5242,-1.2402,6.6248,gracias
8,0,33,22,0,23,-4.5418,-3.0957,4.1252,gracias
8,0,30,15,0,23,-3.237,-5.1068,0.2035,gracias
8,0,25,7,0,18,-1.0606,-7.3119,-0.0814,gracias
8,0,17,0,0,10,2.5426,-11.0492,-0.0694,gracias
8,0,11,0,0,8,1.3408,-12.9359,1.664,gracias
8,0,3,0,0,10,3.8882,-9.4739,0.8499,gracias
8,0,5,13,0,30,4.0438,-7.0342,0.577,gracias
8,7,7,19,0,35,2.3272,-8.1547,0.1604,gracias
9,8,14,19,0,41,9.6319,-2.988,-0.7781,gracias
9,8,14,19,0,41,9.6798,-2.8371,-0.5914,gracias
9,8,14,19,0,41,10.2496,-2.6432,0.6656,gracias
9,6,12,15,0,36,11.1785,-6.9216,1.3695,gracias
9,3,11,13,0,32,11.3413,-10.8098,0.3615,gracias
9,0,0,8,0,23,7.2472,-11.576,0.3352,gracias
9,0,0,0,0,10,1.5874,-7.8219,0.9529,gracias
9,0,0,0,0,0,-0.7757,-2.3679,1.4844,gracias
9,0,0,0,0,0,-3.1867,-1.7645,3.0406,gracias
9,0,0,0,0,0,-5.2577,-5.7581,5.7557,gracias
9,0,0,0,0,0,-5.8083,-4.5442,6.9599,gracias
9,0,0,0,0,0,-6.0741,-0.3496,6.1627,gracias
9,0,0,0,0,0,-4.7645,-1.5251,3.0023,gracias
9,0,0,0,0,0,-1.9896,-5.9424,1.0678,gracias
9,0,0,0,0,0,-0.4717,-10.3693,0.1269,gracias
9,0,0,0,0,0,5.6551,-19.6133,5.4995,gracias
9,0,0,0,0,0,3.2441,-11.6909,2.2817,gracias
9,0,0,0,0,0,3.316,-10.4962,0.747,gracias
9,14,0,14,0,39,3.474,-7.3526,-0.0527,gracias
9,14,7,20,0,44,1.7789,-7.616,0.486,gracias
10,9,11,22,0,41,9.5289,-2.885,-0.5722,gracias
10,9,12,19,0,41,10.1634,-2.9329,0.2011,gracias
10,8,12,17,0,38,10.4004,-5.7006,1.0511,gracias
10,2,10,13,0,32,11.6861,-9.7276,1.0846,gracias
10,0,9,10,0,24,8.4803,-13.1202,0.7661,gracias
10,0,10,7,0,14,3.5626,-8.2313,0.9912,gracias
10,0,14,1,0,8,-0.4812,-4.2928,1.6424,gracias
10,0,15,0,0,1,-2.7342,-1.5299,3.5051,gracias
10,0,21,0,0,0,-5.114,-5.3654,5.3774,gracias
10,0,21,0,0,0,-5.3343,-3.3375,7.0126,gracias
10,0,16,0,0,1,-6.0813,-0.9744,6.6894,gracias
10,0,15,0,0,4,-5.047,-1.7813,4.2306,gracias
10,0,19,0,0,3,-2.6432,-5.9592,1.1588,gracias
10,0,17,0,0,1,-1.1875,-7.6974,0.4334,gracias
10,0,19,0,0,0,1.1468,-10.5896,0.8045,gracias
10,0,12,0,0,0,-0.4717,-10.7667,-0.7518,gracias
10,0,5,0,0,4,2.7222,-10.3142,0.917,gracias
10,17,5,15,0,42,4.0582,-8.6622,0.2849,gracias
10,18,11,23,0,50,2.6791,-8.7819,-0.1173,gracias
10,12,11,15,0,44,0.407,-5.4133,1.4389,gracias
11,9,12,19,0,41,9.6534,-2.9209,-1.0463,gracias
11,9,13,19,0,41,9.4763,-2.648,-0.7709,gracias
11,8,12,19,0,41,9.3254,-2.8276,-0.4669,gracias
11,8,13,19,0,41,9.5577,-2.9999,-0.17,gracias
11,8,12,19,0,40,9.9982,-3.6248,0.1197,gracias
11,7,12,18,0,40,9.8617,-3.4309,0.158,gracias
11,6,12,16,0,38,11.8513,-5.3678,0.9457,gracias
11,1,12,13,0,32,13.5751,-10.5919,1.5131,gracias
11,0,12,9,0,26,8.1403,-9.6247,2.0399,gracias
11,0,10,3,0,14,1.0965,-4.2952,1.2306,gracias
11,0,4,0,0,4,-1.2953,-1.2641,2.8491,gracias
11,0,1,0,0,0,-3.2489,-3.0478,3.8331,gracias
11,0,12,0,0,0,-4.8147,-2.636,5.9759,gracias
11,0,15,0,0,0,-5.7126,-4.1611,6.79,gracias
11,0,12,0,0,0,-5.2505,-3.6895,7.5729,gracias
11,0,7,0,0,1,-6.371,-1.1612,5.9256,gracias
11,0,4,0,0,5,-4.7309,-2.1883,3.6105,gracias
11,0,8,0,0,4,-3.2346,-5.5833,1.7238,gracias
11,0,14,0,0,2,-1.7047,-8.2121,1.4461,gracias
11,0,14,0,0,1,0.2634,-11.6765,2.1308,gracias
12,8,11,18,0,41,9.7923,-2.9305,-0.8164,gracias
12,8,12,18,0,41,9.6774,-2.8108,-0.6105,gracias
12,8,11,18,0,41,9.505,-2.8754,-0.237,gracias
12,7,12,16,0,38,12.3158,-6.4572,2.4229,gracias
12,0,8,11,0,31,12.8449,-11.7651,1.4174,gracias
12,0,0,7,0,23,7.5705,-9.9264,0.4214,gracias
12,0,4,4,0,16,2.1452,-7.6064,1.1325,gracias
12,0,11,0,0,8,-1.7717,-3.3423,2.9784,gracias
12,0,23,0,0,2,-2.9353,-2.0279,3.7086,gracias
12,0,31,0,0,2,-4.7046,-3.6464,5.7844,gracias
12,0,31,0,0,1,-5.3056,-3.8427,7.1658,gracias
12,0,29,0,0,3,-4.8195,-1.3791,7.5202,gracias
12,0,25,0,0,7,-5.1044,-2.478,4.2306,gracias
12,0,23,0,0,7,-2.9999,-6.2728,2.8946,gracias
12,0,23,0,0,6,-2.162,-8.8155,0.7374,gracias
12,0,21,0,0,5,-1.1325,-9.8593,-0.1365,gracias
12,0,22,0,0,3,1.1133,-11.9638,0.668,gracias
12,0,21,0,0,1,0.9649,-10.9798,1.0511,gracias
12,0,18,0,0,1,2.6647,-8.5425,0.7661,gracias
12,13,19,17,0,43,3.2082,-7.7955,0.2346,gracias
13,8,16,20,0,40,10.0149,-2.5426,-0.4956,gracias
13,7,14,19,0,39,10.5776,-3.4955,0.2035,gracias
13,3,18,17,0,35,11.7651,-7.7261,1.3767,gracias
13,0,16,13,0,29,11.5401,-11.1163,1.4293,gracias
13,0,6,7,0,21,6.4548,-10.173,1.4174,gracias
13,0,0,5,0,14,0.7326,-6.4428,1.8675,gracias
13,0,0,0,0,8,-2.2984,-2.3631,2.4708,gracias
13,0,0,0,0,3,-2.1644,0.4166,4.6759,gracias
13,0,0,0,0,5,-4.2545,-2.624,7.4196,gracias
13,0,0,0,0,5,-4.8052,-3.1005,7.3741,gracias
13,0,0,0,0,5,-4.7285,-2.8611,8.1211,gracias
13,0,0,0,0,9,-6.426,0.0934,5.7365,gracias
13,0,0,1,0,11,-4.3048,-3.3639,3.3615,gracias
13,0,0,0,0,8,-1.901,-7.4196,2.49,gracias
13,0,0,0,0,5,-1.7765,-8.9208,1.6376,gracias
13,0,0,0,0,1,0.6895,-10.1299,2.1165,gracias
13,0,0,0,0,0,1.1564,-11.394,1.2019,gracias
13,0,0,0,0,8,3.6105,-8.9998,0.9936,gracias
13,13,5,19,0,41,4.1108,-6.8833,0.0958,gracias
13,9,10,17,0,38,2.6097,-8.1379,1.233,gracias
14,7,13,16,0,37,9.7683,-2.5043,-1.1564,gracias
14,6,13,18,0,36,9.9048,-2.9257,-0.3879,gracias
14,4,12,17,0,34,10.7476,-4.4341,0.7302,gracias
14,0,11,12,0,27,13.3213,-10.8338,0.9122,gracias
14,0,11,8,0,19,7.1754,-11.4395,0.8068,gracias
14,0,16,8,0,13,1.6424,-8.0325,0.7039,gracias
14,0,19,0,0,6,-0.9864,-3.5554,2.1596,gracias
14,0,22,0,0,2,-2.8012,-3.1053,3.869,gracias
14,0,33,0,0,0,-4.8459,-4.5538,5.2146,gracias
14,0,36,0,0,0,-5.3702,-3.7062,6.8163,gracias
14,0,34,0,0,0,-4.8195,-3.0143,7.9128,gracias
14,0,23,0,0,4,-6.1148,-2.897,3.8259,gracias
14,0,21,0,0,4,-4.7525,-4.786,1.9513,gracias
14,0,19,0,0,0,-2.7174,-6.9168,1.9058,gracias
14,0,21,0,0,0,-0.8667,-11.0133,1.6735,gracias
14,0,18,0,0,2,1.3216,-13.8792,1.2785,gracias
14,0,15,0,0,1,2.8802,-10.1035,2.1883,gracias
14,0,17,5,0,18,3.2825,-8.0661,1.0008,gracias
14,8,7,20,0,37,3.3303,-6.4069,-0.1748,gracias
14,6,8,17,0,35,5.0494,-7.6614,1.0487,gracias
15,11,19,22,0,42,9.7205,-2.7246,-1.0487,gracias
15,8,18,21,0,41,9.7348,-2.6743,-0.2658,gracias
15,8,17,20,0,40,9.8665,-2.8419,-0.3208,gracias
15,6,15,18,0,37,11.2743,-4.6783,1.2761,gracias
15,1,11,13,0,29,12.1027,-9.5648,0.8763,gracias
15,0,10,15,0,26,9.6247,-10.7452,1.1947,gracias
15,0,3,11,0,20,4.9033,-8.023,1.8651,gracias
15,0,0,5,0,15,0.4429,-3.972,3.1077,gracias
15,0,0,0,0,6,-2.715,-2.9712,4.1779,gracias
15,0,0,0,0,1,-4.6184,-2.9257,4.7381,gracias
15,0,12,0,0,0,-5.0589,-3.201,5.9975,gracias
15,0,18,0,0,0,-5.5115,-4.3287,6.9432,gracias
15,0,18,0,0,0,-5.2936,-3.7469,7.4124,gracias
15,0,10,0,0,5,-6.0166,-0.8236,6.3734,gracias
15,0,4,0,0,6,-5.1595,-2.5307,3.6607,gracias
15,0,0,0,0,3,-3.1747,-5.5833,2.2529,gracias
15,0,0,0,0,0,-1.0343,-7.8195,1.4605,gracias
15,0,3,0,0,0,2.5905,-9.5984,2.5043,gracias
15,0,2,0,0,0,-0.2658,-9.4188,-0.5674,gracias
15,0,0,0,0,0,3.7804,-11.2671,0.9912,gracias
16,4,13,18,0,39,9.9024,-2.66,-0.917,gracias
16,7,13,17,0,38,10.2376,-3.122,-0.4286,gracias
16,6,13,17,0,36,10.9918,-5.0087,0.8045,gracias
16,0,13,15,0,31,12.5696,-10.0485,0.9194,gracias
16,0,16,12,0,21,8.0972,-12.6725,0.6369,gracias
16,0,22,4,0,14,1.9944,-7.367,0.6584,gracias
16,0,23,0,0,5,-0.2753,-2.6145,2.4277,gracias
16,0,26,0,0,0,-2.7342,-2.2027,3.9504,gracias
16,0,37,0,0,0,-4.9919,-3.8475,5.5665,gracias
16,0,39,0,0,0,-5.2098,-5.0661,6.4787,gracias
16,0,37,0,0,0,-4.6471,-4.209,6.9647,gracias
16,0,18,0,0,3,-5.2409,-3.2154,6.2201,gracias
16,0,4,0,0,9,-5.1547,-2.5929,5.4253,gracias
16,0,1,0,0,7,-4.1061,-4.7046,2.7461,gracias
16,0,0,0,0,3,-2.1572,-5.7892,1.6424,gracias
16,0,1,0,0,1,0.2274,-8.3558,0.6105,gracias
16,0,0,0,0,0,0.6201,-13.6781,-1.1564,gracias
16,0,0,0,0,0,3.6464,-10.3597,1.9944,gracias
16,0,0,0,0,17,4.5226,-9.0118,0.7063,gracias
16,18,0,19,0,49,3.7254,-7.2137,-0.3687,gracias
17,9,15,19,0,43,9.9359,-2.8204,-1.0008,gracias
17,5,15,19,0,43,9.7731,-2.4636,-0.7111,gracias
17,8,15,19,0,42,9.9766,-3.316,-0.0646,gracias
17,6,14,16,0,38,12.9359,-7.8171,1.1277,gracias
17,0,12,13,0,30,11.6646,-12.1649,0.7709,gracias
17,0,18,8,0,19,5.782,-8.6479,1.2378,gracias
17,0,22,5,0,13,0.4645,-5.3175,1.8459,gracias
17,0,25,0,0,6,-2.059,-3.1603,2.7653,gracias
17,0,27,0,0,3,-3.2274,-3.7493,5.0063,gracias
17,0,36,0,0,0,-4.9273,-4.8315,6.6224,gracias
17,0,37,0,0,0,-4.956,-4.142,6.9384,gracias
17,0,33,0,0,1,-5.0518,-1.5467,7.9559,gracias
17,0,27,0,0,6,-4.9297,-2.332,5.6527,gracias
17,0,29,0,0,7,-3.7326,-4.4197,3.4548,gracias
17,0,29,0,0,5,-1.889,-6.9767,1.6496,gracias
17,0,27,0,0,4,-0.316,-8.1451,1.257,gracias
17,0,26,0,0,4,8.5042,-16.5344,3.1891,gracias
17,0,21,0,0,5,2.5642,-10.9918,1.81,gracias
17,0,10,1,0,19,3.9983,-8.6526,1.2067,gracias
17,18,1,24,0,49,4.1228,-6.1387,0.0431,gracias
18,9,16,17,0,43,10.1945,-2.5211,-0.589,gracias
18,8,15,15,0,41,11.5137,-5.0374,0.9984,gracias
18,2,14,12,0,35,11.9566,-9.1243,1.2905,gracias
18,0,15,10,0,28,8.7819,-11.7483,1.3695,gracias
18,0,18,5,0,19,3.8259,-8.4659,1.4676,gracias
18,0,23,1,0,10,-0.1077,-3.3662,2.3559,gracias
18,0,26,0,0,5,-2.4253,-2.727,3.6296,gracias
18,0,37,0,0,0,-3.6871,-1.7909,5.1739,gracias
18,0,47,0,0,0,-4.8985,-5.5881,6.5505,gracias
18,0,48,0,0,0,-4.8937,-4.9153,6.8187,gracias
18,0,46,0,0,0,-4.8794,-2.2386,7.2209,gracias
18,0,41,0,0,6,-5.375,-1.8603,5.612,gracias
18,0,36,0,0,7,-3.8571,-3.2633,2.8204,gracias
18,0,34,0,0,6,-0.6033,-7.1108,0.9601,gracias
18,0,31,0,0,7,1.9561,-11.5233,-0.0838,gracias
18,0,27,0,0,8,4.5897,-12.0907,-0.6656,gracias
18,0,20,0,0,14,4.2401,-11.6215,1.5754,gracias
18,10,7,10,0,29,5.0159,-8.0709,0.3663,gracias
18,19,7,25,0,48,5.1787,-6.2656,-0.2682,gracias
18,17,10,26,0,47,4.2641,-6.9504,0.1341,gracias
19,10,18,15,0,42,10.0317,-3.2705,-0.1724,gracias
19,10,16,17,0,41,11.3988,-5.3989,0.9768,gracias
19,2,22,19,0,35,11.6262,-10.4124,0.8882,gracias
19,0,24,12,0,27,8.1307,-10.8984,0.9433,gracias
19,0,25,12,0,22,2.8754,-8.2863,1.6328,gracias
19,0,25,12,0,12,-0.6153,-4.3287,2.7485,gracias
19,0,25,0,0,4,-2.5498,-1.4269,3.8786,gracias
19,0,27,0,0,0,-4.0462,-3.2561,5.0757,gracias
19,0,30,0,0,0,-4.9488,-3.8235,7.0629,gracias
19,0,30,0,0,0,-4.9584,-3.6224,7.1467,gracias
19,0,27,0,0,5,-5.4851,-1.7047,6.4452,gracias
19,0,26,0,0,7,-3.9073,-1.2785,3.6895,gracias
19,0,26,0,0,6,-1.8818,-5.7461,1.1205,gracias
19,0,16,0,0,14,1.2258,-9.8378,1.0463,gracias
19,8,0,0,0,13,6.0334,-13.7954,-1.4078,gracias
19,0,0,0,0,20,3.3878,-10.5848,0.261,gracias
19,3,0,0,0,28,5.6743,-8.7987,1.1468,gracias
19,18,0,18,0,50,5.5115,-6.7708,-0.0096,gracias
19,20,0,23,0,53,4.7357,-6.3111,-0.668,gracias
19,18,7,25,0,50,5.715,-7.6806,-0.1532,gracias
20,11,14,14,0,43,9.8833,-2.8443,-0.5914,gracias
20,11,15,17,0,43,10.2113,-3.9983,0.589,gracias
20,10,15,17,0,41,11.3102,-7.2377,0.9481,gracias
20,4,15,16,0,35,11.1713,-10.8984,1.075,gracias
20,0,14,10,0,23,6.5673,-10.2592,1.5562,gracias
20,0,14,6,0,15,1.6161,-5.4444,2.3846,gracias
20,0,16,1,0,9,-1.4102,-2.6983,3.1101,gracias
20,0,18,0,0,4,-2.9808,-3.2944,4.4197,gracias
20,0,28,0,0,5,-4.2569,-5.3534,6.426,gracias
20,0,26,0,0,5,-4.5035,-4.1276,7.5609,gracias
20,0,26,0,0,9,-4.7549,-1.1612,7.1946,gracias
20,0,18,4,0,18,-4.7333,-2.3367,3.6847,gracias
20,0,12,4,0,20,-2.0494,-4.0175,1.5826,gracias
20,0,10,0,0,17,2.0327,-9.007,0.6345,gracias
20,0,10,0,0,15,4.8483,-13.0532,-0.7398,gracias
20,0,12,0,0,19,4.7477,-12.7084,1.3312,gracias
20,4,3,5,0,26,5.6599,-7.6543,1.2426,gracias
20,22,4,20,0,50,5.2529,-7.1922,0.5171,gracias
20,21,4,23,0,51,4.7645,-6.9216,0.0622,gracias
20,19,8,23,0,49,6.1818,-6.2273,0.4573,gracias
21,13,18,19,0,43,9.5193,-2.9664,-0.3831,gracias
21,13,16,19,0,43,9.8928,-3.541,-0.1508,gracias
21,13,16,18,0,42,10.659,-4.0965,0.7566,gracias
21,6,11,14,0,37,13.9486,-10.805,0.3232,gracias
21,0,5,10,0,31,10.2328,-12.0955,0.3879,gracias
21,0,2,9,0,26,4.6471,-6.9288,1.403,gracias
21,0,4,6,0,16,-0.4142,-2.3032,2.5355,gracias
21,0,9,0,0,5,-2.6456,-1.3767,3.3615,gracias
21,0,14,0,0,1,-4.1037,-3.3615,5.43,gracias
21,0,13,0,0,1,-4.6807,-3.9265,7.0605,gracias
21,0,16,0,0,1,-4.4628,-4.0414,7.4364,gracias
21,0,12,0,0,5,-5.0446,-2.6743,6.529,gracias
21,0,16,0,0,14,-5.2984,-3.6152,5.2744,gracias
21,0,5,0,0,16,-4.3838,-4.2401,4.4915,gracias
21,0,5,0,0,15,-3.1915,-6.1723,1.6759,gracias
21,0,8,0,0,15,-1.1037,-8.8705,0.7446,gracias
21,0,10,0,0,15,1.0056,-10.0556,0.6393,gracias
21,0,12,0,0,11,7.3694,-17.0084,2.4732,gracias
21,0,10,0,0,10,5.6527,-10.1418,0.8068,gracias
21,0,9,0,0,14,4.4508,-10.1466,0.5507,gracias
22,8,14,17,0,39,9.7229,-2.9425,-0.8954,gracias
22,11,14,17,0,42,9.7731,-2.9592,-0.3831,gracias
22,11,14,17,0,42,9.6534,-3.0143,0.0096,gracias
22,11,14,16,0,42,10.805,-3.948,0.7949,gracias
22,5,18,15,0,38,12.955,-10.2927,0.9529,gracias
22,0,18,14,0,32,8.4611,-10.8912,0.972,gracias
22,0,16,13,0,28,4.5298,-8.7245,1.3671,gracias
22,0,18,11,0,23,-0.2107,-5.7796,2.1428,gracias
22,0,18,1,0,11,-1.6903,-3.2298,3.7757,gracias
