Num_Muestra,Meñique_%,Pulgar_%,Índice_%,Corazón_%,Anular_%,Acel_X,Acel_Y,Acel_Z,Gesto
6,88,0,9,51,100,-5.9999,-6.9719,2.7701,cuanto_cuesta
6,87,0,17,50,100,-6.019,-7.4484,2.5786,cuanto_cuesta
6,86,0,23,49,100,-6.2177,-6.9695,2.0231,cuanto_cuesta
6,86,0,12,50,100,-6.8833,-7.3334,2.0351,cuanto_cuesta
6,86,0,46,48,100,-6.1292,-6.7062,2.6839,cuanto_cuesta
6,84,0,27,48,100,-6.4236,-5.2672,2.8754,cuanto_cuesta
6,85,0,11,48,100,-6.4763,-7.1299,2.5666,cuanto_cuesta
6,84,0,30,47,100,-5.8897,-6.6583,3.1843,cuanto_cuesta
6,83,0,17,47,100,-6.28,-6.7421,2.6456,cuanto_cuesta
6,83,0,23,47,100,-6.5314,-7.0605,2.4253,cuanto_cuesta
7,27,19,18,0,57,9.9335,-1.5299,-1.1349,cuanto_cuesta
7,28,19,18,0,57,9.9838,-1.4796,-1.1253,cuanto_cuesta
7,28,19,18,0,57,10.0844,-1.5897,-1.0798,cuanto_cuesta
7,28,20,18,0,57,11.0852,-3.1675,0.1963,cuanto_cuesta
7,45,29,15,6,68,12.1769,-6.5697,1.3815,cuanto_cuesta
7,67,39,29,28,92,8.8155,-6.177,2.8443,cuanto_cuesta
7,86,11,48,46,100,6.4284,-10.9774,2.4612,cuanto_cuesta
7,86,0,56,46,100,1.7693,-8.8945,1.6831,cuanto_cuesta
7,87,7,20,48,100,-1.1516,-8.6957,1.0606,cuanto_cuesta
7,88,16,10,49,100,-3.9409,-6.8905,0.6225,cuanto_cuesta
7,85,0,49,46,100,-4.8291,-5.466,2.7461,cuanto_cuesta
7,84,0,7,46,100,-6.359,-5.114,2.7007,cuanto_cuesta
7,84,10,9,46,100,-6.4284,-6.1459,2.7318,cuanto_cuesta
7,83,0,25,45,100,-6.3183,-6.5577,2.5259,cuanto_cuesta
7,82,8,9,46,100,-6.371,-6.1172,2.8826,cuanto_cuesta
7,82,0,35,45,100,-6.2441,-6.5888,3.201,cuanto_cuesta
7,81,0,22,44,100,-6.4691,-6.5194,2.7007,cuanto_cuesta
7,81,0,10,44,100,-6.6415,-6.7373,2.6743,cuanto_cuesta
7,81,0,34,44,100,-5.9161,-7.7692,2.5331,cuanto_cuesta
7,80,0,16,43,100,-6.2632,-6.529,2.806,cuanto_cuesta
8,28,15,17,0,55,9.6965,-1.5083,-1.5467,cuanto_cuesta
8,29,16,21,0,55,10.1011,-1.9896,-1.3288,cuanto_cuesta
8,27,16,16,0,54,10.386,-3.7541,-0.3089,cuanto_cuesta
8,29,23,11,0,55,13.0939,-6.7325,1.9609,cuanto_cuesta
8,53,23,10,11,71,10.1203,-4.5155,2.3248,cuanto_cuesta
8,92,7,37,52,100,1.1947,-13.1322,0.0766,cuanto_cuesta
8,92,0,41,54,100,1.2234,-6.9336,-0.2442,cuanto_cuesta
8,92,5,11,54,100,-2.6959,-7.0605,-0.6273,cuanto_cuesta
8,92,0,14,53,100,-3.4141,-6.0142,-0.3112,cuanto_cuesta
8,89,0,34,51,100,-5.284,-6.0454,1.6831,cuanto_cuesta
8,89,22,1,51,100,-5.8682,-6.5146,2.0566,cuanto_cuesta
8,88,0,32,50,100,-6.8402,-6.9576,2.3104,cuanto_cuesta
8,87,0,9,50,100,-6.462,-6.0454,2.0351,cuanto_cuesta
8,87,16,4,50,100,-6.2704,-7.0078,2.0925,cuanto_cuesta
8,86,0,25,49,100,-6.5505,-6.6679,2.2889,cuanto_cuesta
8,85,0,20,49,100,-6.6008,-6.6774,2.1165,cuanto_cuesta
8,85,0,19,49,100,-6.2584,-6.6439,1.7526,cuanto_cuesta
8,84,0,39,48,100,-6.1172,-6.9097,2.2338,cuanto_cuesta
8,84,0,27,47,100,-6.1292,-6.5673,2.2721,cuanto_cuesta
8,84,0,9,48,100,-6.0932,-7.3526,2.1572,cuanto_cuesta
9,26,21,15,0,55,9.8785,-1.7789,-1.3048,cuanto_cuesta
9,25,21,15,0,55,9.9024,-1.7262,-1.1157,cuanto_cuesta
9,33,22,16,0,61,10.1514,-2.2338,-1.0463,cuanto_cuesta
9,34,36,15,0,64,11.801,-5.9664,0.4286,cuanto_cuesta
9,41,40,17,7,71,11.3389,-6.7325,2.1907,cuanto_cuesta
9,71,31,32,37,100,6.019,-10.1275,1.3503,cuanto_cuesta
9,87,0,40,52,100,3.6655,-9.1578,0.6823,cuanto_cuesta
9,87,0,36,52,100,-0.5555,-7.8769,0.0838,cuanto_cuesta
9,88,25,4,53,100,-3.5865,-5.9687,0.5387,cuanto_cuesta
9,87,0,10,52,100,-4.5705,-5.4803,1.3623,cuanto_cuesta
9,86,0,12,50,100,-5.8562,-5.4803,1.8555,cuanto_cuesta
9,85,3,7,50,100,-6.438,-5.9855,2.5019,cuanto_cuesta
9,83,0,25,47,100,-7.003,-5.7557,2.5522,cuanto_cuesta
9,80,2,7,46,100,-6.7612,-6.4548,2.7294,cuanto_cuesta
9,80,0,10,45,100,-6.4691,-6.0334,2.6528,cuanto_cuesta
9,76,0,16,40,100,-6.608,-6.1603,2.3415,cuanto_cuesta
9,76,10,3,41,100,-6.9073,-6.6176,2.308,cuanto_cuesta
9,76,0,4,41,100,-6.754,-6.2082,2.4134,cuanto_cuesta
9,76,0,28,40,100,-6.2896,-5.7892,3.0239,cuanto_cuesta
9,75,0,7,39,100,-6.9025,-6.3135,2.1787,cuanto_cuesta
10,24,17,17,0,56,9.8976,-2.0446,-1.0822,cuanto_cuesta
10,23,19,17,0,55,9.8904,-3.3327,-0.1772,cuanto_cuesta
10,31,26,15,0,61,11.7412,-5.5138,0.8404,cuanto_cuesta
10,49,31,17,14,78,11.3629,-7.3406,1.4006,cuanto_cuesta
10,68,28,31,31,93,5.8227,-10.999,0.8356,cuanto_cuesta
10,76,0,49,41,100,3.6751,-10.8649,0.5962,cuanto_cuesta
10,82,0,47,47,100,-0.814,-7.5322,0.7207,cuanto_cuesta
10,86,32,6,51,100,-3.371,-6.7301,0.1652,cuanto_cuesta
10,85,12,14,50,100,-4.9632,-5.6958,1.233,cuanto_cuesta
10,82,0,33,47,100,-5.952,-5.1068,2.6336,cuanto_cuesta
10,83,16,7,49,100,-6.0358,-6.3135,2.6552,cuanto_cuesta
10,82,2,17,49,100,-6.1962,-6.1459,3.0861,cuanto_cuesta
10,80,0,20,48,100,-5.8323,-6.9456,2.4397,cuanto_cuesta
10,80,1,12,49,100,-6.3039,-6.3566,3.2681,cuanto_cuesta
10,80,0,31,47,100,-6.3375,-6.359,3.3279,cuanto_cuesta
10,79,0,22,46,100,-6.0525,-6.2153,3.067,cuanto_cuesta
10,80,42,15,48,100,-6.7062,-6.7062,2.8395,cuanto_cuesta
10,79,0,14,47,100,-6.4045,-6.4165,2.4852,cuanto_cuesta
10,78,0,21,46,100,-6.0214,-6.6463,2.9257,cuanto_cuesta
10,76,0,12,45,100,-6.1866,-7.7165,2.0087,cuanto_cuesta
11,28,25,14,0,56,9.8713,-1.889,-1.3671,cuanto_cuesta
11,26,26,17,0,55,11.0014,-3.6775,-0.4884,cuanto_cuesta
11,22,37,14,0,51,12.1697,-5.3917,1.2881,cuanto_cuesta
11,29,40,17,0,53,9.2943,-9.1746,2.2936,cuanto_cuesta
11,66,11,32,24,87,4.2473,-10.5034,1.336,cuanto_cuesta
11,85,0,40,44,100,1.6735,-7.7069,1.0271,cuanto_cuesta
11,87,0,20,48,100,-1.573,-6.0142,0.8499,cuanto_cuesta
11,90,26,5,49,100,-3.6272,-6.7253,0.9577,cuanto_cuesta
11,97,0,5,46,100,-5.2648,-5.0685,2.0853,cuanto_cuesta
11,96,0,5,45,100,-6.0549,-6.122,2.3511,cuanto_cuesta
11,95,1,3,45,100,-6.3949,-6.3446,2.5809,cuanto_cuesta
11,94,0,11,44,100,-6.7924,-6.4739,2.6049,cuanto_cuesta
11,93,19,2,45,100,-7.1467,-6.2728,2.3535,cuanto_cuesta
11,92,0,5,44,100,-6.8618,-5.5713,2.7725,cuanto_cuesta
11,92,0,6,44,100,-6.8594,-6.3662,2.0973,cuanto_cuesta
11,92,10,3,44,100,-6.529,-6.4212,2.4972,cuanto_cuesta
11,92,0,12,43,100,-6.0549,-6.4045,2.5809,cuanto_cuesta
11,91,1,7,43,100,-6.7349,-6.6415,1.9058,cuanto_cuesta
11,91,1,3,43,100,-6.4643,-5.8802,2.5283,cuanto_cuesta
11,90,0,10,42,100,-6.0094,-6.1675,1.9321,cuanto_cuesta
12,26,18,17,0,53,10.2065,-3.4668,-0.328,cuanto_cuesta
12,51,26,12,4,67,11.3844,-5.6575,0.6105,cuanto_cuesta
12,70,34,17,22,86,10.0916,-6.6391,2.9137,cuanto_cuesta
12,87,23,35,44,100,3.8475,-11.4251,0.4549,cuanto_cuesta
12,91,0,40,49,100,1.6712,-9.7229,-0.1221,cuanto_cuesta
12,90,0,42,47,100,-1.482,-7.0533,0.8212,cuanto_cuesta
12,91,15,4,48,100,-3.7278,-5.5162,0.8643,cuanto_cuesta
12,90,2,12,47,100,-5.4875,-6.1363,0.6105,cuanto_cuesta
12,89,0,21,46,100,-6.5194,-5.1858,2.2266,cuanto_cuesta
12,89,29,1,46,100,-6.6894,-6.5769,1.7861,cuanto_cuesta
12,88,4,6,45,100,-6.6966,-6.3446,1.9225,cuanto_cuesta
12,88,0,11,46,100,-6.9456,-6.5769,1.4916,cuanto_cuesta
12,88,0,17,46,100,-6.9384,-5.6862,2.0877,cuanto_cuesta
12,87,0,28,45,100,-6.7133,-6.0071,2.3343,cuanto_cuesta
12,86,0,9,46,100,-7.0366,-6.4212,1.8651,cuanto_cuesta
12,86,0,11,45,100,-6.8714,-6.6798,1.7142,cuanto_cuesta
12,86,0,23,44,100,-6.292,-6.9767,1.7645,cuanto_cuesta
12,86,0,9,45,100,-6.7612,-6.4356,2.3224,cuanto_cuesta
12,86,0,18,44,100,-6.7229,-6.7876,1.7645,cuanto_cuesta
12,85,0,24,44,100,-6.4907,-6.1531,2.2458,cuanto_cuesta
13,29,25,18,0,53,10.2975,-3.0478,-0.395,cuanto_cuesta
13,31,27,17,0,56,11.0445,-4.5681,0.2466,cuanto_cuesta
13,43,34,19,3,68,11.6669,-5.2337,0.237,cuanto_cuesta
13,76,35,28,36,100,7.9009,-7.2018,2.1883,cuanto_cuesta
13,89,0,33,50,100,4.0989,-12.4187,0.498,cuanto_cuesta
13,87,0,41,48,100,0.656,-9.6582,0.1125,cuanto_cuesta
13,87,0,2,49,100,-2.3152,-8.6383,0.7446,cuanto_cuesta
13,88,15,3,49,100,-4.3096,-6.6463,0.7518,cuanto_cuesta
13,86,0,16,47,100,-5.2936,-5.8203,2.3487,cuanto_cuesta
13,88,26,1,48,100,-6.189,-6.0071,1.8627,cuanto_cuesta
13,88,0,2,48,100,-6.4907,-6.6559,1.8866,cuanto_cuesta
13,87,0,9,47,100,-6.5362,-6.6008,2.2075,cuanto_cuesta
13,87,5,4,48,100,-7.1132,-6.6319,2.071,cuanto_cuesta
13,86,0,24,47,100,-6.2106,-5.612,2.5546,cuanto_cuesta
13,88,0,28,49,100,-6.5864,-6.4428,2.0782,cuanto_cuesta
13,88,3,22,50,100,-6.9791,-6.5098,2.4708,cuanto_cuesta
13,88,0,25,50,100,-6.9216,-6.7062,1.822,cuanto_cuesta
13,87,0,28,49,100,-6.5434,-6.5888,2.0063,cuanto_cuesta
13,87,7,13,49,100,-6.5936,-6.3901,2.2122,cuanto_cuesta
13,87,0,18,49,100,-6.4045,-6.5266,2.2314,cuanto_cuesta
14,27,12,17,0,52,9.912,-2.1141,-0.929,cuanto_cuesta
14,26,19,16,0,51,10.738,-4.8411,0.0814,cuanto_cuesta
14,30,28,25,0,54,11.3868,-7.1539,2.0901,cuanto_cuesta
14,51,39,21,10,75,9.979,-8.3653,1.8316,cuanto_cuesta
14,79,21,33,38,100,5.2888,-10.8793,1.5538,cuanto_cuesta
14,86,0,47,44,100,2.7916,-6.5434,2.3511,cuanto_cuesta
14,88,0,15,49,100,-1.3791,-6.7038,1.221,cuanto_cuesta
14,89,16,7,51,100,-3.6655,-6.6343,0.2969,cuanto_cuesta
14,87,0,27,49,100,-5.3271,-5.4324,1.9417,cuanto_cuesta
14,86,0,4,49,100,-6.2848,-6.7205,2.0039,cuanto_cuesta
14,86,0,8,49,100,-6.0813,-6.5984,2.6552,cuanto_cuesta
14,86,0,21,48,100,-6.8115,-6.3375,2.2434,cuanto_cuesta
14,85,7,4,48,100,-6.3566,-6.6056,1.7454,cuanto_cuesta
14,85,0,10,47,100,-6.6104,-6.7445,2.0494,cuanto_cuesta
14,84,0,20,46,100,-6.438,-6.9959,1.992,cuanto_cuesta
14,84,0,10,46,100,-6.8474,-6.754,2.1045,cuanto_cuesta
14,84,0,24,46,100,-6.5434,-6.6367,2.0183,cuanto_cuesta
14,83,0,27,45,100,-6.2632,-7.0964,1.9465,cuanto_cuesta
14,83,0,23,46,100,-6.7876,-6.9025,2.0207,cuanto_cuesta
14,83,0,24,46,100,-6.5841,-6.5912,2.1524,cuanto_cuesta
15,28,14,17,0,53,9.8474,-1.8124,-1.4269,cuanto_cuesta
15,28,18,17,0,53,9.7827,-2.0806,-0.9625,cuanto_cuesta
15,29,29,19,0,54,10.7619,-4.4245,-0.0982,cuanto_cuesta
15,60,48,32,17,81,13.2758,-5.7676,1.9249,cuanto_cuesta
15,80,14,28,39,100,9.8952,-12.1841,0.012,cuanto_cuesta
15,86,0,42,44,100,4.6807,-7.3765,1.2019,cuanto_cuesta
15,87,0,20,47,100,1.6544,-8.1044,0.5243,cuanto_cuesta
15,88,26,7,49,100,-1.6472,-6.189,0.6584,cuanto_cuesta
15,87,0,17,47,100,-3.9672,-6.7636,1.0295,cuanto_cuesta
15,85,0,16,46,100,-5.4588,-6.4667,2.0016,cuanto_cuesta
15,85,0,9,46,100,-6.3686,-5.928,2.1141,cuanto_cuesta
15,85,0,27,46,100,-5.6862,-5.102,1.9992,cuanto_cuesta
15,85,0,21,46,100,-6.7732,-5.6072,2.6671,cuanto_cuesta
15,85,5,12,46,100,-6.8019,-6.347,2.3774,cuanto_cuesta
15,85,0,21,46,100,-6.4859,-6.9983,1.9992,cuanto_cuesta
15,84,0,27,45,100,-6.2584,-6.9121,2.0494,cuanto_cuesta
15,84,13,9,46,100,-6.5673,-6.5601,2.2242,cuanto_cuesta
15,84,0,19,45,100,-6.4141,-6.9743,1.731,cuanto_cuesta
15,83,0,29,44,100,-6.0094,-6.9121,2.1739,cuanto_cuesta
15,83,1,14,45,100,-6.1603,-6.7804,2.5666,cuanto_cuesta
16,49,23,17,10,80,9.924,-1.7933,-1.494,cuanto_cuesta
16,49,20,16,10,80,9.833,-1.3479,-1.0774,cuanto_cuesta
16,50,23,17,11,87,9.8066,-1.7789,-1.4533,cuanto_cuesta
16,75,33,21,37,100,11.0828,-3.7876,-0.4764,cuanto_cuesta
16,95,48,23,62,100,11.9135,-6.8211,3.0813,cuanto_cuesta
16,92,35,14,61,100,8.8346,-11.1163,0.1101,cuanto_cuesta
16,93,36,13,59,100,4.786,-11.4443,-1.0295,cuanto_cuesta
16,93,28,20,58,100,1.7597,-8.2768,-0.2586,cuanto_cuesta
16,92,0,42,57,100,-1.3982,-6.3997,1.2522,cuanto_cuesta
16,92,3,14,58,100,-4.2329,-6.2537,0.8404,cuanto_cuesta
16,92,0,15,57,100,-5.6767,-5.9687,1.1396,cuanto_cuesta
16,92,0,20,57,100,-6.4572,-5.7293,1.1301,cuanto_cuesta
16,92,20,11,57,100,-6.3829,-6.596,1.5083,cuanto_cuesta
16,91,0,21,57,100,-6.9288,-5.8562,2.1835,cuanto_cuesta
16,91,0,17,57,100,-7.0437,-6.1746,1.5826,cuanto_cuesta
16,90,17,10,57,100,-7.0126,-6.4883,1.8579,cuanto_cuesta
16,89,0,26,56,100,-6.8977,-7.3095,1.3647,cuanto_cuesta
16,88,0,35,56,100,-6.8067,-5.6551,1.4964,cuanto_cuesta
16,88,3,19,56,100,-6.6319,-7.3287,1.6855,cuanto_cuesta
16,88,13,19,56,100,-6.5434,-7.0557,1.245,cuanto_cuesta
17,33,17,17,0,59,10.003,-1.8507,-1.1875,cuanto_cuesta
17,33,18,17,0,59,9.9814,-2.5019,-0.8954,cuanto_cuesta
17,33,18,17,0,59,9.5433,-2.1787,-0.9649,cuanto_cuesta
17,47,29,17,7,75,10.8314,-3.9169,-0.3208,cuanto_cuesta
17,92,25,0,52,100,12.4283,-1.4988,4.5945,cuanto_cuesta
17,93,7,0,53,100,8.3246,-9.9383,-1.3216,cuanto_cuesta
17,93,18,38,51,100,5.5713,-11.2695,-0.182,cuanto_cuesta
17,92,1,44,50,100,1.7861,-10.2256,-0.4884,cuanto_cuesta
17,92,0,43,49,100,-1.8914,-7.2999,0.9673,cuanto_cuesta
17,92,31,13,49,100,-4.2138,-6.0525,1.3575,cuanto_cuesta
17,92,0,23,48,100,-5.4731,-4.2569,2.5522,cuanto_cuesta
17,91,16,18,48,100,-6.6942,-5.2696,1.9489,cuanto_cuesta
17,90,10,18,48,100,-6.7086,-6.0765,1.9106,cuanto_cuesta
17,90,0,28,47,100,-6.8139,-5.4971,1.9585,cuanto_cuesta
17,89,17,20,47,100,-7.3263,-5.3391,1.7286,cuanto_cuesta
17,89,26,16,46,100,-7.094,-6.6319,1.6257,cuanto_cuesta
17,88,0,29,46,100,-7.0102,-6.924,2.0063,cuanto_cuesta
17,87,5,31,46,100,-7.1706,-6.4931,1.7597,cuanto_cuesta
17,87,18,33,46,100,-7.0653,-5.8466,1.9201,cuanto_cuesta
17,86,0,39,45,100,-6.4667,-6.3327,1.9417,cuanto_cuesta
18,37,18,21,0,58,9.8497,-1.8986,-1.3288,cuanto_cuesta
18,39,18,19,0,58,9.9264,-2.1356,-1.3096,cuanto_cuesta
18,39,18,20,0,58,9.7827,-1.9609,-1.2186,cuanto_cuesta
18,40,26,21,0,59,10.4172,-2.4565,-1.5993,cuanto_cuesta
18,62,42,31,12,83,11.3677,-5.4396,0.7374,cuanto_cuesta
18,80,45,41,35,100,9.3613,-8.2696,0.8835,cuanto_cuesta
18,88,23,38,45,100,6.6966,-10.2352,0.9337,cuanto_cuesta
18,87,0,55,44,100,3.6895,-9.2177,0.9601,cuanto_cuesta
18,88,15,15,46,100,0.1556,-11.5927,0.0527,cuanto_cuesta
18,88,11,18,46,100,-2.2434,-7.9607,-0.1963,cuanto_cuesta
18,88,0,26,43,100,-4.5897,-5.8275,0.7877,cuanto_cuesta
18,87,23,5,43,100,-5.6144,-5.3439,1.3599,cuanto_cuesta
18,86,0,24,42,100,-6.5625,-5.1643,2.7581,cuanto_cuesta
18,86,1,15,42,100,-6.7086,-6.1244,2.6576,cuanto_cuesta
18,85,5,13,42,100,-6.8738,-5.679,2.2194,cuanto_cuesta
18,85,0,33,41,100,-6.6008,-6.2297,2.2577,cuanto_cuesta
18,84,0,21,40,100,-6.9528,-5.8299,2.2649,cuanto_cuesta
18,83,9,11,40,100,-7.4364,-6.2632,1.8914,cuanto_cuesta
18,83,0,25,39,100,-6.6918,-5.9041,2.3703,cuanto_cuesta
